locality,latitude,longitude
"Masanganj, Chhattisgarh, India",22.0817262,82.1451729
"Nai Sarak, Varanasi, Uttar Pradesh, India",25.3130305,83.0042433
"Khajuri Kalan, Bhopal, Madhya Pradesh, India",23.2360933,77.5060438
"Sahakar Nagar, Indore, Madhya Pradesh, India",22.6665672,75.8163521
"Azad Nagar, Indore, Madhya Pradesh, India",22.696264,75.8875248
"Bharatwada, Nagpur, Maharashtra, India",21.1635968,79.167886
"Gajiyawala, Dehradun, Uttarakhand, India",30.3696377,78.042502
"Mathikere Extension, Mathikere, Bengaluru, Karnata",13.0347838,77.560509
"Devarayamjal, Telangana, India",17.5717113,78.5208996
"Vikas Vihar, Prem Nagar, Ambala, Haryana, India",30.3644069,76.7880195
"Indian Tailors & Garments, Street-2, Sharda Nagar,",23.2854342,77.3956507
"Shuklaganj Bypass Road, Sarvodaya Nagar, Shuklagan",26.4839873,80.390845
"Subhash Colony, Baba Phoola Singh, Amritsar, Punja",31.6073272,74.918334
"Makardhokda, Nagpur, Maharashtra, India",21.1829916,79.0344001
"Dutta Bagan, Paikpara, Kolkata, West Bengal, India",22.6111144,88.392509
"Venkateshwara Layout, Mathikere, Bengaluru, Karnat",13.0311283,77.5689273
"Khairatabad Ganesh, Indira Nagar, Khairtabad, Hyde",17.4129514,78.4651534
Khandsha,28.4222734,76.9999298
"Rahara Bazar, Dangapara Battala, Math Para, Titaga",22.7295341,88.3843766
"Vijyant Khand, Gomti Nagar, Lucknow, Uttar Pradesh",26.8686058,81.0216341
"Shyamla Hills Road, TT Nagar, Bhopal, Madhya Prade",23.2375521,77.3904295
"Sector 39, Chandigarh, India",30.74419,76.7293233
"Greenfield Colony, Greenfields Colony Block C, Far",28.4625737,77.2891038
"Alwarpet, Chennai, Tamil Nadu, India",13.0334869,80.2531271
"Pansila, Kolkata, West Bengal, India",22.7126148,88.3842798
"Jain Nagar, Devpuri, Meerut, Uttar Pradesh, India",28.9750071,77.6808128
"Prayagraj Bus Stand, Unnamed Road, Civil Lines, Pr",25.4496987,81.8391497
"Dudheshwar, Ahmedabad, Gujarat, India",23.0509388,72.585863
"C V Raman Nagar Post Office, DRDO Phase 1 Township",12.9850184,77.6631511
"Talab Katta, Hyderabad, Telangana, India",17.3530059,78.4858499
"Rangmahal Road, New Market, North TT Nagar, TT Nag",23.2365404,77.3998095
"Dinnur, Hebbal, Bengaluru, Karnataka, India",13.0273646,77.5970433
"Nandan Nagar, North Dumdum, West Bengal, India",22.6699767,88.3955409
"Ram Nagar, Jalandhar, Punjab, India",31.3513183,75.564787
"Bhagwanpura, Chandigarh, India",30.7351538,76.8331743
"Meerut Public School, Meerut Cantt, Meerut, Uttar ",28.9910794,77.6929921
"Haridwar ITI, Roshanabad - Hetampur - Anneki - Aur",29.9689313,78.0426696
"Sabzi Mandi, Subzi Mandi, Housing Board Colony, Th",29.0043684,77.0199966
"Choodasandra, Bengaluru, Karnataka, India",12.8836788,77.6793813
"Aravinda Nagar, Vivekananda Nagar, Mysuru, Karnata",12.2765825,76.6261085
"Itwara Road, Seedia School Colony, Peer Gate Area,",23.2587907,77.4084348
"no 4, Guru Nanak Pura Street Number 2, Guru Nanak ",28.8319629,77.5703666
"Sanjay Gandhi Puram, Lucknow, Uttar Pradesh, India",26.8687788,80.9718242
"Bank Avenue Main, Chikka Nanjunda Reddy Layout, Ho",13.0221526,77.6510763
"Bank colony, Karam Singh Colony, Karnal, Haryana, ",29.6955702,76.9731272
"Dada Colony, Jalandhar, Punjab, India",31.3571298,75.5727914
"Sri Sapphire Park, Dooravani Nagar, Bengaluru, Kar",13.0062711,77.6669166
Bankner Village Alampur,28.8527025,77.0728116
"Bilaspur Road, Civil Lines, Tilak Nagar, Chhattisg",22.0873328,82.1458065
Kanganheri,28.5461863,76.9901874
"Balongi, Sahibzada Ajit Singh Nagar, Punjab, India",30.7293111,76.6946872
"Basaveshwara Nagar Yelahanka, Nehru Nagar, Bengalu",13.0899872,77.605638
"BSF Campus, Mandore, Jodhpur, Rajasthan, India",26.3341901,73.0422404
"Raj Nagar, Panipat, Haryana, India",29.3689978,76.9599852
"Dargah Hazrat Sayed saadat (rh), Himayat Bagh, Aur",19.9054176,75.3285021
"Nabakuthir boys hostel, Patulia, Chak Kanthalia, W",22.7582055,88.3895095
"Sovabazar Sutanuti, Girish Park, Sovabazar, Shobha",22.5960254,88.3652848
"Kuvempunagar Shopping Complex, Kuvempu Nagar 1st S",12.2863171,76.6257024
"Pundlik Nagar, Garkheda, Aurangabad, Maharashtra, ",19.8653916,75.3539709
"Rohini, Sector 4",28.7065313,77.1021305
"Naveen Market Shops, Navin Market Lane, Civil Line",26.4747495,80.3459807
"State Bank Colony, Benz Circle, Vijayawada, Andhra",16.5003546,80.6666777
"Subudhipur, Odisha, India",20.2544531,85.7576925
Sector 32,28.5827178,77.3482352
"Adikesavarpuram, Poongavanapuram, Chennai, Tamil N",13.0784733,80.267675
"Pendurthi, Visakhapatnam, Andhra Pradesh, India",17.80552,83.2089126
"Jawahar Tekri, Sinhasa, Indore, Madhya Pradesh, In",22.6960027,75.7872919
"Hamidia Road, Jumerati, Ibrahimganj, Bhopal, Madhy",23.2647605,77.4049458
"Patel Park, Ambala Cantt, Haryana, India",30.3594809,76.8529969
"Kanpur central railway station, Dhana Khori, Mirpu",26.4554289,80.3505034
"PK-RANIPUR MOD-HARIDWAR, Prem Nagar, Haridwar, Utt",29.9306438,78.1348378
"Raj Mahal Vilas Extension, Armane Nagar, Bengaluru",13.0130042,77.5777031
"Kharga Canteen, Ambala Cantt, Haryana, India",30.3614753,76.8628621
"Asoda Todran, Haryana, India",28.7429178,76.854799
"Subhash Vihar Road, Anantpura, Kota, Rajasthan, In",25.1161043,75.8582283
"Kailasapuram, Visakhapatnam, Andhra Pradesh, India",17.7404132,83.2887216
"Pakbara, Uttar Pradesh, India",28.826312,78.6720593
"Purba Putiary, Kolkata, West Bengal, India",22.4768158,88.3485091
"Ashok Vihar, Shivraj Colony, Vedant Nagar, Auranga",19.8606354,75.3152704
"Krishna Nagar, Delhi, India",28.6509821,77.286333
Zakhira,28.6665152,77.1664905
"Dinosaur And Fossil Park, Nature Park Walk, Indrod",23.1925628,72.6465616
"Mehat Colony, Amritsar, Punjab, India",31.6406872,74.7819819
"Lakshmi Nagar, Delhi, India",28.6371746,77.2756181
"ameri bilashpur cg, Ghuru - Ameri Road, Ameri, Chh",22.083885,82.120895
"Anaj Bhawan, 39C, Sector 39, Chandigarh, India",30.7416029,76.7295697
"Bannimantap A Layout, Bannimantap, Mysuru, Karnata",12.342942,76.6513787
"Gurdwara Singh Sabha Sec 79, Sector 79, Mohali,",30.677489,76.7120064
"Mandawali, Delhi, India",28.6269627,77.2952983
"Phase-2, Ram Darbar",30.6906411,76.7918165
"Dwarka, Nashik, Maharashtra, India",19.9930737,73.8037119
"Shakarpur, Delhi, India",28.6279488,77.2786205
Sector 4,28.7065313,77.1021305
Jagjit Nagar,28.6693976,77.2491365
Constitution House 110001,28.6204221,77.2133978
"City Light Party Plot, Rajkot, Kankot Road, Rajkot",22.2452105,70.7491585
"Christian Colony, Delhi, India",28.6915411,77.2071021
"Bismillah Colony, Aurangabad, Maharashtra, India",19.9001156,75.3262772
"Srinagar Kakad, Anoop Nagar, Indore, Madhya Prades",22.7302646,75.8930507
"I.P.Extension, Patparganj, Delhi, India",28.6295233,77.3123396
"Israna, Haryana, India",29.27698,76.8519159
New Colony,26.917995,75.8090876
"Dariapur, Ahmedabad, Gujarat, India",23.0340575,72.5936793
"Bengali Colony, Jabalpur, Madhya Pradesh, India",23.2039358,80.0038822
"N-Block, Mathikere, Bengaluru, Karnataka,",13.0170387,77.5620539
"Manharpura 1, Madhapar, Rajkot, Gujarat, India",22.3279642,70.7599634
"Samarth Nagar, Aurangabad, Maharashtra, India",19.8781718,75.3200819
"Sec 43, Kajheri Village, Sector 52, Chandigarh",30.716509,76.742294
"Indira Nagar, Nashik, Maharashtra, India",19.9723313,73.7817225
"Sector-23, Rohtak, Haryana, India",28.8671745,76.5806097
"Lokhande Mala, Nashik Road, Nashik, Maharashtra, I",19.9824074,73.8292283
"Santhi Nagar, Benz Circle, Vijayawada, Andhra Prad",16.4899638,80.6625169
"Varun Nagar, Sector A, Shahpura, Bhopal, Madhya Pr",23.1994057,77.4275251
"Sammilani Park, Survey Park, Santoshpur, Kolkata, ",22.4872766,88.3896624
"Shivaji Nagar Shopping Complex, Sulthangunta, Shiv",12.9878137,77.6046854
"Amherst Street Police Station, Raja Ram Mohan Sara",22.5796603,88.3702721
"Arilova, Visakhapatnam, Andhra Pradesh, India",17.7666503,83.313465
"Jabalpur Road, Manmohan Nagar, Vikas Nagar, Jabalp",23.1906916,79.9196006
"Khukhrana, Panipat, Haryana, India",29.3873717,76.9009191
"Peoples Mall Bhopal, Neerja Nagar, Durgesh Vihar, ",23.267439,77.459434
"Gharaunda Toll Plaza, National Highway 1, Gharaund",29.5810221,76.9783026
"Shriram Samruddhi Apartments, Varthur Road, Silver",12.9549709,77.717209
"Valinath Chowk, Ved Road, Ishwar Nagar Society, Vi",21.2239438,72.8214668
"Nagavara, DadaMastan Layout, Manayata Tech Park, N",13.042307,77.613565
"Damana traffic square, Nandankanan Road, Chandrase",20.332292,85.82152
"Maddilapalem, Visakhapatnam, Andhra Pradesh, India",17.7367842,83.3218909
"Gol Mandir Road, Zaidi Nagar, Shastri Nagar, Meeru",28.9629409,77.725174
"GothaPatna Electric Substation, Bhubaneswar, Odish",20.284944,85.745242
"Vasant Vihar Gate, Vasant Vihar, Sarkanda, Bilaspu",22.0872278,82.1803334
"Khanna Nagar, Haridwar, Uttarakhand, India",29.9299111,78.1314998
"Chikpete, Bengaluru, Karnataka, India",12.9709232,77.5763139
"Sector 58, Sonipat, Haryana, India",28.8921229,77.1226288
"Pawa, Ludhiana, Punjab, India",30.8465701,75.9477755
"Sector 39, Mohali, Chandigarh, India",30.74419,76.7293233
"Sri Ramachandra Nagar, Vijayawada, Andhra Pradesh,",16.5086968,80.6842305
Bamni Khera,28.0639,77.3468
"Sector 56, Sonipat, Haryana, India",28.8817874,77.1341351
"Raniganj, Lucknow, Uttar Pradesh, India",26.8413667,80.9211194
"Jagdambey Colony, Jagdamba Colony, Amritsar, Punja",31.6513924,74.89533
"Defence Colony, Tirupati Garden, Defence Colony, M",29.0071774,77.7446627
"Kishor Nagar, Nashik, Maharashtra, India",19.9662858,73.7794093
"Chand Avenue, Nanngli, Amritsar, Punjab, India",31.6721211,74.8748354
"Vyapar Vihar, Bilaspur, Chhattisgarh, India",22.0661301,82.1455245
"Jetalpur, Ahmedabad, Gujarat, India",22.8878953,72.5946589
"Shankar Vihar, New Delhi, Delhi, India",28.5661066,77.1399583
Bhubaneswar Institute Of Management And Informatio,20.2726686,85.8358259
"Belepole Bus Stand, Belepole, Shibpur, Howrah, Wes",22.577249,88.3030163
"Dattawadi, Nagpur, Maharashtra, India",21.1552286,78.9916059
"NGO Colony, Wilson Garden, Bengaluru, Karnataka, I",12.9527453,77.5952527
"Polytechnic Square, Professors Colony, Bhopal, Mad",23.2445782,77.3968426
"Hoysala Nagar, Indiranagar, Bengaluru, Karnataka, ",12.980552,77.6349611
"H K P Enterprises, R T Nagar, Near Neelkan The Shv",19.2202153,72.8230818
"Dasarathi Dey Lane, Shibtala, Naora, Shibpur, Howr",22.5683831,88.3173005
"Gol Mandir Road, Sector 3, Tejgarhi, Meerut, Uttar",28.9638519,77.7260372
"K a l i Railway Station Road, Railway Colony, Saba",23.0988209,72.5830106
"Mominpura, Nagpur, Maharashtra, India",21.1557221,79.0941604
"Police Rd, Ranasinghpete, Sultanpete, Bengaluru, K",12.9671285,77.5721513
"Budha Talab Raipur, Vivekananda Sarovar, Budhapara",21.2316894,81.6344429
"Pulianthope, Chennai, Tamil Nadu, India",13.0981638,80.2683186
"Sadar Bazar Karnal, Sadar Bazar, Karnal, Haryana, ",29.6896913,76.9788514
"Rajiv Gandhi Square, Eastern Ring Road, Sarvanand ",22.6829008,75.8572989
"Atapara, Sinthee, Kolkata, West Bengal, India",22.6304651,88.3912962
"Tulsi Nagar, Nipania, Indore, Madhya Pradesh, Indi",22.7595354,75.9187422
"Trimurti Chowk Post Office, opp. Divya Cinema, Pat",19.9819791,73.7560577
"Manimajra, Chandigarh, India",30.7194817,76.8317325
"Prabha Hanumanji Mandir, Jamiyatpura Road, Ahmedab",23.1818434,72.5676917
"Shalimar Township, Indore, Madhya Pradesh, India",22.7630107,75.9005934
"Sonipat, Balmiki Basti, Sonipat, Haryana",28.996764,77.023768
"Chandbarh, Sourabh Colony, Bhopal, Madhya Pradesh,",23.2659543,77.4181997
"Chickpet Metro Station Entrance, Madrasa Lane, Man",12.9675454,77.5745061
"Niranjanpur, Indore, Madhya Pradesh, India",22.7785448,75.8879839
"Hindustan Shipyard Limited, PO, Gandhigram, Hindus",17.6892316,83.2770458
"Maya Nagar, N 2, Cidco, Aurangabad, Maharashtra, I",19.8708159,75.3710948
"Mullanpur, Mohali, Punjab, India",30.8493728,76.6022778
"Guttahalli Main, Lower Palace Orchards, Guttahalli",13.0048026,77.5814409
"Gori Palya, Padarayana Pura, Bengaluru, Karnataka,",12.962889,77.5565683
"Jagdamba Dham, Nagpur, Maharashtra, India",21.2301478,79.0657246
Maidan Garhi,28.4997988,77.195326
"Nowroji Road, Daspalla Hills, Pandurangapuram, Vis",17.7140549,83.3135877
"Palika Nagar, Rishikesh, Uttarakhand, India",30.1039536,78.2924589
"Basement Nagar, Guru Arjan Dev Nagar, Ludhiana, Pu",30.9121542,75.8860726
"Mirza Ghalib Street, New Market Area, Dharmatala, ",22.5590585,88.3547488
"Gulab Bagh Colony, Indore, Madhya Pradesh, India",22.7680068,75.905722
"Tidke Colony, Nashik, Maharashtra, India",19.9925259,73.7744367
"Mauli Baidwan, Mohali, Punjab, India",30.6727404,76.7206652
"Gajuwaka, Visakhapatnam, Andhra Pradesh, India",17.6851243,83.2035471
"Nandur Naka, Nashik, Maharashtra, India",19.9932017,73.8433766
"Mangliya, Indore, Madhya Pradesh, India",22.8172806,75.9289046
"North Dumdum, West Bengal, India",22.6626085,88.4090043
"Shankar Colony, SS Park Extn, Sonipat, Haryana, In",28.978036,77.0282173
"Unit 8 Market, Unit 8, Gopabandhu Nagar, Bhubanesw",20.2777408,85.8107814
"Champadali, Barasat, Kolkata, West Bengal, India",22.7207451,88.4857941
"Kabirpur Village, Sonipat, Haryana, India",28.9848656,77.0319784
"Talikhola, Nabapally, Kolkata, North 24 Parganas, ",22.7337053,88.4668165
"Gandhi Nagar, Kath Mandi, Aggarsain Nagar, Sonipat",28.9824286,77.0155951
"Gandhi +2&+3 Science College, Khandagiri BBSR OLD ",20.249408,85.792992
"Seethammadhara, Visakhapatnam, Andhra Pradesh, Ind",17.742199,83.3091092
"Acharya Prafulla Chandra Road, Manicktala, Khanna,",22.5919767,88.375157
"Varanasi Railway Station, Jalalipura, Varanasi, Ut",25.3268804,82.9860633
"Heera Nagar, Ghel, Ambala, Haryana, India",30.3909678,76.7563445
"Sukhgarh, Sahibzada Ajit Singh Nagar, Punjab, Indi",30.6553611,76.6973663
"Anandwalli, Gangapur Road, Kale Nagar, Viveka Nand",20.0116954,73.7463632
"Sukhchar Post Office, TN Banerjee Road, Sukchar, J",22.7091911,88.3691706
"Jamniya, Indore, Madhya Pradesh, India",22.6757499,75.9434209
"New Swagat Vihar, Dunda, Chhattisgarh, India",21.1828614,81.6689109
"Shivpura, Kota, Rajasthan, India",25.1527292,75.8170786
"Ulsoor Road, FM Cariappa Colony, Sivanchetti Garde",12.976102,77.6154849
"Suhagpur, Bhopal, Madhya Pradesh, India",23.1409629,77.4422291
"Sector 10, Chandigarh, India",30.7532757,76.7899135
"Office, Nageswar Tangi, Old Town, Bhubaneswar, Odi",20.246222,85.838138
"Torva Naka Bilaspur, Gurunanak Chowk, Torwa, Bilas",22.0657059,82.1814147
Raghubar Pura 2,28.6635693,77.2695289
"Uday Nagar, Brijeshwari Main, Indore, Madhya Prade",22.716374,75.9113206
"Hamidia Clinic, Vishwakarma Nagar Road, Ashiyana C",23.2943342,77.4042375
"Purba, Rajdanga Main Road, Narkelbagan, Sector G, ",22.513369,88.398012
"New Lal Bagh, Patiala, Punjab, India",30.3253375,76.383986
"Durga Colony, Sonipat, Haryana, India",29.0022262,77.0263329
"Rishi Bankim Road, Nabin Nagar, Birati, Kolkata, W",22.6679615,88.4180694
"Narkeldanga, Kolkata, West Bengal, India",22.577486,88.3809858
"Narayana Vidyalayam, Bokhara, Nagpur, Maharashtra,",21.2225392,79.0703211
"Vallabh Bhavan Road, Arera Hills, Bhopal, Madhya P",23.2378421,77.4235687
"DAV PUBLIC SCHOOL, Phase-VII, Sailashree Vihar, Ch",20.3324682,85.8110816
"Sector 54, Sonipat, Haryana, India",28.8696019,77.1413259
"Maan Colony, Jyoti Nagar, Karnal, Haryana, India",29.6900492,76.9604194
"Ekta Vihar, Nirmal Vihar, Ambala Cantt, Haryana, I",30.3262906,76.8641686
Virender Gram,28.487858,77.011317
"Sanchar Nagar Main, Indore, Madhya Pradesh, India",22.7208507,75.9180163
"Telipara, Bilaspur, Chhattisgarh, India",22.0762333,82.1583504
"Sanjay Chowk, Shastri Colony, Panipat, Haryana",29.38569,76.9709311
"Tannirhalli, Mathikere, Bengaluru, Karnataka, Indi",13.0390701,77.5468951
"INHS Kalyani, Nausena Baugh, Visakhapatnam, Andhra",17.6871271,83.2505089
SelaQui - CBSE Boarding/Residential School Dehradu,30.3681333,77.8566199
"Nagpur Institute Of Technology, Nagpur, Maharashtr",21.2211437,78.9911628
"Rajkot - Gondal Highway, Vavdi, Rajkot, Gujarat, I",22.2310583,70.8010845
"Tung Bala, Amritsar, Punjab, India",31.6550502,74.8920112
"Tagore Nagar, Nashik, Maharashtra, India",19.9745352,73.805881
"Jagat Talkies Cinema Hall, Acharya Prafulla Chandr",22.5715566,88.3711851
"Khazana Jewellery Private Limited, 9th Main Road, ",12.9347262,77.5837924
"Sector 40, Chandigarh",30.74419,76.7293233
"City Montessori School, Lucknow, Uttar Pradesh, In",26.8390743,80.9183668
Sector 25A,28.5859654,77.3446461
"Punjab National Bank, Nehru Nagar, Bilaspur, Chhat",22.0806516,82.1302124
"Rasulgarh Chowk, Block A, Sector A, Rasulgarh, Bhu",20.2955498,85.8575141
"Shesh Colony, Vinoba Nagar, Bilaspur, Chhattisgarh",22.0652837,82.1548751
"Gandhinagar - Ahmedabad Road, Urjanagar 1, Dholaku",23.1746067,72.6373524
"Dadlana, Haryana, India",29.4785703,76.9009191
"Krishi Nagar, Nashik, Maharashtra, India",20.0035074,73.7602886
"Kanker Khera, Meerut, Uttar Pradesh, India",29.1857311,78.043795
"Bhutdi Jampa Road, Bhutdi Zampa, Fatehpura, Mandvi",22.3074487,73.2047716
"Kashiram Nagar, Moradabad, Uttar Pradesh, India",28.8507769,78.7433698
"Varun Nagar, Lalita Nagar, Kolar Road, Gehun Kheda",23.1619944,77.4133094
"Seepath Chowk, New Sarkanda, Sarkanda, Chhattisgar",22.0955104,82.1446579
"Trimurti Chowk, Cidco, Nashik, Maharashtra, India",19.9840804,73.7553243
"Moradabad - Kashipur Road, Hayat Nagar, Katghar, M",28.8343747,78.7938396
"Rai Ka Bagh, Jodhpur, Rajasthan, India",26.2904365,73.0427415
"PWD Colony, Aurangabad, Maharashtra, India",19.8526375,75.3273705
Mavai Village,28.4339306,77.3302888
"Attapur Bridge, Somi Reddy Nagar, Moghal Nagar, At",17.3728198,78.4293767
Sector 52,28.5874806,77.3683319
"Snehlataganj, Indore, Madhya Pradesh, India",22.7292844,75.865741
"Nayapura, Lalita Nagar, Kolar Road, Bhopal, Madhya",23.1635108,77.4099384
"Kavadiguda, Bhagyalaxmi Nagar, Kavadiguda, Secunde",17.4247484,78.4895256
"Muthi, Jammu",32.7583199,74.8141575
"Rk beach, Beach Road, Pedda Rushikonda, Rushikonda",17.7107627,83.3184668
"Gandhi Nagar, Bhopal, Madhya Pradesh, India",23.3019153,77.3611549
"New Balwant Nagar, Gwalior, Madhya Pradesh, India",26.2118159,78.1972261
"Rani Ka Talab And Shiv Mandir, Ambala Cantt, Harya",30.3566952,76.8580895
"Military Hospital, Mall Road, Ambala Cantt, Haryan",30.3529339,76.8338952
"M V Block, Lower Palace Orchards, Guttahalli, Beng",13.0018968,77.581575
"Evershine Colony, Madhya Pradesh, India",22.6952453,75.9189237
Sanjay Gandhi Memorial Nagar,28.403512,77.2893606
"Ramgopalpet Fire Station, Sappu Bagh Apaprtment, P",17.4430313,78.4856279
"AARYA ANAM ENCLAVE, ECC Road, Pattandur Agrahara, ",12.9798558,77.7365555
"Pawangaon, Nagpur, Maharashtra, India",21.1684744,79.183422
"Elante Mall, Purv Marg, Industrial Area Phase I, C",30.705493,76.8012561
"Sector 34, Gurgaon, Haryana, India",28.4282635,77.0075055
"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharas",19.9565711,73.7709126
"Kathwada GIDC, Odhav Industrial Estate, Odhav, Ahm",23.0363708,72.6845916
"Mughal Pura, Sadikpur, Patna, Bihar, India",25.5973256,85.213364
"Amrawti Nagar, Khema-Ka-Kuwa, Jodhpur, Rajasthan, ",26.233334,72.9719871
"Kothwal Chavadi, George Town, Chennai, Tamil Nadu,",13.0933489,80.2843962
Gandhi Smarak Nidhi 110002,22.283344,70.77384
"Bhavanipuram, V D Puram, Vijayawada, Andhra Prades",16.5336501,80.5992125
"Pudupakkam, Royapettah, Chennai, Tamil Nadu, India",13.0598649,80.2687656
"Rajkot Bhaktinagar Sub Post Office, Bhaktinagar So",22.2811269,70.8031999
"Vijay Nagar Colony, Masab Tank, Hyderabad, Telanga",17.3947265,78.451538
"Sector 24, Chandigarh, India",30.7446536,76.7610647
"Ramakrishna Hospital, Jayanagar East, Jaya Nagar 1",12.9364213,77.5828188
"Nipania, Indore, Madhya Pradesh, India",22.7617374,75.9273187
"Priyadarshini Layout, Krishnarajapura, Bengaluru, ",13.0055021,77.7083642
Sector 74,28.3572182,77.3467996
"Sector 23, Nada, Panchkula, Haryana, India",30.6886812,76.8803946
"Kishora, Sonipat, Haryana, India",28.9740436,77.0823482
"Manjunath Nagar, Kalkere, Bengaluru, Karnataka, In",13.0233466,77.6750869
"Balaji Layout, Horamavu Agara, Horamavu, Bengaluru",13.0401589,77.6571918
"Top Khana, Ambala Cantt, Haryana, India",30.3712405,76.8468704
"Goyal Nagar, Indore, Madhya Pradesh, India",22.7167677,75.9049493
"Kanaka Maha Lakshmi Devasthanam, Town Kotha Road,",17.6997964,83.2970405
HIG Flats,28.6674599,77.3306477
"Naidupet, Vijayawada, Andhra Pradesh, India",16.5040352,80.6257414
"Ramalingeswarapet, Vijayawada, Andhra Pradesh, Ind",16.5257726,80.6278226
"Fraserpeta, Vijayawada, Andhra Pradesh, India",16.5349343,80.616184
"Bhubaneswar Bike Bazar, Housing Board Colony, Chan",20.332161,85.821263
"Kranti Chowk, New Usmanpura, Snehnagar, Aurangabad",19.8732082,75.3286214
"Sidhartha Nagar, Cottonpete, Bengaluru, Karnataka,",12.9679116,77.5655242
"Colonelganj, Kanpur, Uttar Pradesh, India",26.471518,80.3352364
"Barasat - Barrackpore Road, Patulia, Nilganj, West",22.7621517,88.4244424
Atali,28.2965322,77.4199931
"Raksha Karmachari Colony, Jabalpur, Madhya Pradesh",23.2040026,79.9933976
"Pahalwan Dhaba, Sonipat, Haryana, India",29.0311309,77.0717774
"NGEF Layout, Stage 2, Chandra Layout, Bengaluru, K",12.9588206,77.508911
"Hallo Majra, Chandigarh, India",30.6864299,76.7985669
Brahmpuri,26.9479409,75.8272482
"BUDHWARA, Sultania Road, Chowki Talaiya, Budhwara,",23.254467,77.4040974
"SANJAY COLONY BAGHPAT ROAD MEERUT, Baghpat Road, M",28.96954,77.662384
"M N Function Palace, Saidabad Main Road, Sayeedaba",17.3632256,78.5022692
"Bhatpura, Gwalior, Madhya Pradesh, India",26.2451884,78.2561578
"Nursing College, AIIMS Bhubaneswar, Sijua, Patrapa",20.2308211,85.7735127
"Chowk Ayodhya Road, Subhash Nagar, Faizabad, Uttar",26.7759425,82.1471529
"Veer Sawarkar Nagar, Nashik, Maharashtra, India",20.0121684,73.7535948
"Sector 10A, Gurgaon",28.444891,77.0082455
"Karond, Bhopal, Madhya Pradesh, India",23.2961736,77.3984704
"Shanti Nagar, Jharapada, Bhubaneswar, Odisha, Indi",20.2793092,85.8612992
"Bilappa Garden, Ganganagar, Bengaluru, Karnataka, ",13.0260105,77.5909551
"Janwada, Telangana, India",17.4016371,78.2604292
Hindan Vihar,28.6728228,77.4103084
"Mullanpur, Chandigarh, India",30.7704835,76.7260757
"Bicholi Mardana, Indore, Madhya Pradesh, India",22.7081414,75.9229596
"Laxmi Bai Nagar, Indore, Madhya Pradesh, India",22.7269846,75.8412484
"TDI City, Ashiyana Colony, Tilokpur, Ram Ganga Vih",28.8749299,78.7530248
"Allipuram, Visakhapatnam, Andhra Pradesh, India",17.7162975,83.295495
"Chhalesar, National Highway 2, Kuberpur, Uttar Pra",27.2149713,78.0901501
"Bhubaneswar GPS Tracker, Infocity Avenue, Kanan Vi",20.3426267,85.8202818
"Sector 2, Chandigarh",30.7640796,76.7920769
"Bhubaneswer Physiotherapy, Lumbini Vihar, Neeladri",20.3238438,85.8095312
"Nandana Residency Layout, Byatarayanapura CMC and ",13.0552511,77.6110092
"Kalasiguda, Secunderabad, Telangana, India",17.4413771,78.4908221
"Giripuram, Anjanappa Gardens, Cottonpete, Bengalur",12.9651556,77.5669571
"Bharat Institute of Technology (BIT), NH58 Bypass,",28.92794,77.635318
"Rajeev Nagar, Rohtak, Haryana, India",28.9204742,76.5849436
"Niladri Vihar Primary School, Niladri Vihar Road, ",20.3262555,85.8061662
"Parle Point Circle, Umra Gam, Athwa, Surat, Gujara",21.1741359,72.7938562
"Naroda Road, Kuber Nagar, Ahmedabad, Gujarat, Indi",23.0662286,72.6439272
"Shakha Ground, Choudhary Colony, Karnal, Haryana, ",29.6933698,76.9796076
"Nani Ved, Pramukh Darshan Society, Dabholi, Surat,",21.2419197,72.818125
"Mansa Devi Complex, Sector 5, Panchkula, Haryana,",30.7327744,76.8183388
"Kranti Chowk, Aurangabad, Maharashtra, India",19.874214,75.3291926
"Dumduma Housing Board Market Complex, Dumduma, Bhu",20.242653,85.7872481
"UNIT- 9, Bhubaneswar, Odisha, India",20.2861371,85.8396655
"Laxmipara Pipe Road, Cantonment, Barrackpore, West",22.7651169,88.3652361
"Lalla Pur, Meerut, Uttar Pradesh, India",28.9662681,77.6715081
"Neelam Basha Dargapuram, Triplicane, Chennai, Tami",13.049357,80.2791712
"Shivaji Nagar, Pune, Maharashtra, India",18.5314419,73.8445617
"Vijayanagar, Bengaluru, Karnataka, India",12.9719161,77.5298856
"Peenya Metro Station, Bengaluru - Mangaluru Highwa",13.0360938,77.5256359
Srinagar,34.0836708,74.7972825
"Bhubaneswar Baramunda Bus Stand, Baramunda, Bhuban",20.272747,85.794156
"Shambunipet, Warangal, Telangana, India",17.9473323,79.6010758
"Jillelaguda Municipality, main road, Srinivasa Gay",17.3311636,78.5262887
"Baranagar Municipality Services, Deshbandhu Road, ",22.6461523,88.3717631
"Virat Khand 3, Lucknow, Uttar Pradesh, India",26.8557657,81.0205985
"Canada Corner, Nashik, Maharashtra, India",20.0073753,73.7673653
"Sampla, Haryana, India",28.7739117,76.7720244
Tajpur Kalan,28.8373807,77.1718195
"Pragati Housing Society, Jaibhim Nagar, Aurangabad",19.8952081,75.3197174
"chaman ganj police station, Chamanganj, Kanpur, Ut",26.4658525,80.3306388
"Kohefiza Hospital Road, Kohefiza, Bhopal, Madhya P",23.2627284,77.3783177
