,locality,latitude,longitude,Pincode,Latitude,Longitude
5194,"Raja Biscuit Factory, Math Bagan, Sodepur, Kolkata",22.7081236,88.375223,700115.0,22.71,88.37
5195,"Rohit Nagar, Bawadiya Kalan, Gulmohar Colony, Bhop",23.180568,77.4343394,462039.0,23.19181,77.43267
5196,"Subhash Nagar, Rangbari, Kota, Rajasthan, India",25.1218172,75.8497641,324005.0,25.13187,75.85604
5197,"Raysan Road, Urjanagar 1, Gandhinagar, Gujarat, In",23.167151,72.642986,382426.0,23.15028,72.64099
5198,"tdi city mohali, Sector 118, Sahibzada Ajit Singh ",30.733832,76.6827306,140501.0,30.74208,76.69841
5199,"Lalmati, Jabalpur, Madhya Pradesh, India",23.1808812,79.9542438,482001.0,23.17989,79.95142
5200,"Dasarahalli Main Road, Amruthnagar, Hebbal Kempapu",13.055844,77.5978999,560092.0,13.05689,77.59854
5201,"Faizabad, Uttar Pradesh, India",26.7729751,82.1457934,224001.0,26.77325,82.14416
5202,"Shabana Residency ,Sri Rama Nagar ,Road no 12, Ban",17.4087781,78.4436327,450112.0,17.4091,78.4506
5203,"Birla Ghat, Haridwar, Uttarakhand, India",29.948428,78.1628562,249401.0,29.95136,78.16283
5204,"Vinayakanagar, Hebbal, Bengaluru, Karnataka, India",13.035499,77.5898807,560024.0,13.03305,77.59066
5205,Civil Lines,26.9059311,75.7844383,302006.0,26.90646,75.78405
5206,"Gulmohar City, Gwalior, Madhya Pradesh, India",26.1862407,78.2073807,475001.0,26.19138,78.1639
5207,"BB Nagar, Koti Hosahalli, Bengaluru, Karnataka, In",13.0573641,77.581643,560092.0,13.05689,77.59854
5208,"KIIT Chowk, Patia, Bhubaneswar, Odisha",20.3532559,85.8266399,751024.0,20.33731,85.81869
5209,"Bapu Nagar, Bapu Nagar, Chinthal, Quthbullapur, Hy",17.492959,78.462307,500037.0,17.48814,78.44703
5210,"Ahmedabad Branch Office, Sattar Taluka Society, Us",23.0418252,72.5670615,380014.0,23.04386,72.56567
5211,"Sanwariya Nagar, Indore, Madhya Pradesh, India",22.7321726,75.8315494,452005.0,22.72469,75.82392
5212,Jeevan Nagar,28.4295136,77.3367498,121002.0,28.41825,77.32564
5213,"Bhubaneswar One, Kalinganagar, Bhubaneswar, Odisha",20.2678585,85.7620266,751003.0,20.26755,85.7685
5214,"Ramrajatala, Howrah, West Bengal, India",22.5925306,88.2953339,711104.0,22.58839,88.29744
5215,"Langford Town, Shanti Nagar, Bengaluru, Karnataka,",12.9569911,77.6027732,560025.0,12.95481,77.60864
5216,"Sector-6, Rohtak, Haryana, India",28.9110856,76.6051666,124113.0,28.89558,76.59253
5217,"Jayanagar traffic Police Station, 4th Block, Jayan",12.9285604,77.5815865,560011.0,12.9305,77.58354
5218,"Danapur Cantonment, Danapur, Bihar, India",25.6351644,85.0415328,801503.0,25.63516,85.04153
5219,"Kharbi Chowk, Dighori, Nagpur, Maharashtra",21.1242345,79.1384959,440024.0,21.11431,79.13086
5220,"Ferns Habitat, Doddanekundi, Mahadevapura, Bengalu",12.9784619,77.6941805,560037.0,12.9721,77.6944
5221,"Patuli, Kolkata, West Bengal, India",22.4714457,88.3844319,700047.0,22.47133,88.38719
5222,"Lalghati Road, Data Colony, Lalghati, Bhopal, Madh",23.2842088,77.3571341,462030.0,23.28,77.35
5223,"Prithvi Nagar, Santokh Pura, Jalandhar, Punjab, In",31.3422515,75.5973089,464331.0,31.33839,75.59441
5224,"Indira Gandhi Institute Of Child Health Hospital, ",12.9373826,77.5920578,560011.0,12.9367,77.58559
5225,"YCM Road, Vallabh Nagar, Pimpri Colony, Pimpri-Chi",18.6206867,73.8217331,411018.0,18.6325,73.82083
5226,"Akash Nagar, Thapar Nagar, Ludhiana, Punjab, India",30.946472,75.8345118,141008.0,30.94,75.83
5227,"Sector 32, Chandigarh, India",30.709058,76.7743975,160022.0,30.71703,76.76697
5228,"Rishi Nagar, Dehradun, Uttarakhand 248001, India",30.3349892,78.0659063,248013.0,30.34,78.069
5229,"Pai Layout Flyover, Pai Layout, Mahadevapura, Beng",12.995778,77.6661651,577536.0,12.99126,77.65207
5230,"Ulsoor Lake Pathway, Rukmani Colony, Sivanchetti G",12.9831404,77.6166265,560042.0,12.98205,77.61238
5231,"Pithapuram Colony, Maddilapalem, Visakhapatnam, An",17.734703,83.3268324,530003.0,17.73573,83.32257
5232,"Jakkur Plantation Road, Jakkur Plantation, Jakkuru",13.0836834,77.5977498,560064.0,13.08578,77.58561
5233,Sector 3,28.5801879,77.3180866,201302.0,28.5787,77.3134
5234,"Gumti Gurudwara, Ashok Nagar, Kanpur, Uttar Prades",26.4692862,80.3168496,208019.0,26.47356,80.31944
5235,NIT 2,28.4062756,77.2958239,121001.0,28.402,77.29219
5236,"Sakti Nagar, Bahadurgarh, Haryana, India",28.6848641,76.9196505,245208.0,28.69245,76.92397
5237,"Pandit Colony, Nashik, Maharashtra, India",20.0039723,73.7768355,422003.0,20.01093,73.7739
5238,"Bhowanipore, Kolkata, West Bengal, India",22.5332356,88.3459362,854336.0,22.53324,88.34594
5239,"Balepete, Chickpet, Bengaluru, Karnataka, India",12.9737096,77.5759122,560009.0,12.97354,77.58032
5240,"Mogappair East, Chennai, Tamil Nadu, India",13.0810113,80.1840177,600037.0,13.08481,80.18317
5241,"New Khalsa Mobile, Mohan Nagar, Nagpur, Maharashtr",21.1546333,79.0867333,441108.0,21.15233,79.09426
5242,"Juna Bilaspur Road, Juna, Chhattisgarh, India",22.0815034,82.1637467,495001.0,22.08297,82.16139
5243,"Sector 3, Gurgaon",28.4909088,77.0175832,122006.0,28.48556,77.00906
5244,"Marappanapalya, Mahalakshmi Layout, Bengaluru, Kar",13.0205708,77.5515527,560022.0,13.02006,77.55636
5245,"Khanna, Fariapukur, Kolkata, West Bengal",22.594362,88.375582,700006.0,22.59014,88.37594
5246,"Guru Nanak Nagar, Shambhu Nagar, Beripura, Meerut,",28.97059,77.687254,250002.0,28.98,77.69
5247,"Belgharia Railway Station, Manasbag, Belghoria, Ko",22.6655601,88.37924,700083.0,22.67,88.38
5248,"Sheikhwala, Saharanpur, Uttar Pradesh, India",29.9749669,77.508911,247002.0,29.97804,77.50389
5249,"Soma Talav, Vadodara, Gujarat, India",22.2740149,73.2337779,390025.0,22.29308,73.22981
5250,"Krishna Nagar, Rajendra Nagar, Roorkee, Uttarakhan",29.8689515,77.8662927,247667.0,29.87,77.86
5251,"Sachin, Surat, Gujarat, India",21.0847018,72.8821606,394230.0,21.08508,72.88121
5252,"Nikah Singh Colony, Amritsar, Punjab, India",31.6366414,74.8404784,143116.0,31.63,74.84
5253,"Kasturi enclave, Unnamed Road, Haridwar, Uttarakha",29.9105213,78.1174417,249404.0,29.91,78.11
5254,"Aakriti Greens, Phase 2, Misrod, Bhopal, Madhya Pr",23.1628648,77.4461737,465683.0,23.14048,77.42717
5255,"Aditya Birla Hospital, Thergaon, Chinchwad, Mahara",18.62523,73.774277,415521.0,18.6216,73.7622
5256,"Shilp Residency, Ghanghretia, Vadodara, Gujarat, I",22.267625,73.2245617,390009.0,22.25703,73.21367
5257,Sector 8,28.5951643,77.328135,335021.0,28.59301,77.31987
5258,"Suryaraopeta, Vijayawada, Andhra Pradesh, India",16.5122836,80.6369152,520002.0,16.51283,80.63758
5259,"Surat, VIP Road, Laxmi Nagar, Udhna, Surat, Gujara",21.1702401,72.8310607,394120.0,21.17024,72.83106
5260,Kair,28.6235469,76.918015,124508.0,28.644,76.9268
5261,"Vikas Nagar, Jabalpur, Madhya Pradesh, India",23.1879807,79.9157721,482002.0,23.18617,79.91306
5262,"Sukchar, Jaiprakash Nagar, Panihati, Kolkata, Nort",22.7084314,88.3688527,700115.0,22.71,88.37
5263,"Bus Stand Modinagar, National Highway 34, Modinaga",28.8319431,77.573506,201204.0,28.8331,77.57112
5264,"R K Puram Road, Sector B, Rama Krishna Puram, Kota",25.1306443,75.8158993,324010.0,25.14308,75.80489
5265,"Rama Magneto Mall, Srikant Verma Marg, Tarbahar Ch",22.0717898,82.1496106,495004.0,22.0668,82.15724
5266,"Sadikpur, Patna, Bihar, India",25.6052558,85.207537,800008.0,25.60175,85.21261
5267,"Vasana Hadmatia, Gandhinagar, Gujarat, India",23.1972649,72.6165861,382845.0,23.2,72.61
5268,"Mehta Farms Banquet Hall, Karnal - Sitamai Road, S",29.7011408,76.9559529,132001.0,29.69728,76.95472
5269,"Chowk, Lucknow, Uttar Pradesh, India",26.8639053,80.9027988,226003.0,26.86828,80.90331
5270,"Bhatar Char Rasta, Vishal Co Oprative Housing Soci",21.1607432,72.8079729,464221.0,21.1707,72.82226
5271,"Krishna Reddy Pet, Hyderabad, Telangana, India",17.5358625,78.2903239,502319.0,17.52256,78.27539
5272,"Anand Nagar, Aswath Nagar, Marathahalli, Bangalore",12.9642353,77.7020419,560037.0,12.9721,77.6944
5273,"Vrindavan Colony, Nagpur, Maharashtra, India",21.1782044,79.0333859,440007.0,21.16472,79.03469
5274,"13, Azaadi Route, 10D, Sector 10, Chandigarh, Indi",30.7542028,76.7875872,160011.0,30.75353,76.78761
5275,"Dps circle, DPS Circle, Pal Gaon, Jodhpur, Rajasth",26.2262918,72.9612008,342014.0,26.24968,72.95912
5276,"New Interstate Bus Stand,Bhatgaon,Raipur, Ravanbha",21.2196978,81.6314931,492001.0,21.22471,81.6411
5277,"Madannapet Colony, Hyderabad, Telangana, India",17.3581141,78.498635,500059.0,17.35628,78.50506
5278,"Link Rd, Guttahalli, Bengaluru, Karnataka, India",12.995083,77.5745411,560003.0,13.00013,77.57063
5279,"Krishna Nagar, Santoshi Nagar, Raipur, Chhattisgar",21.2072382,81.6459744,480551.0,21.20119,81.64324
5280,"Bhero Bawa Sthaan, Bawaria Kalan, Bhopal, Madhya P",23.1755024,77.4525176,462020.0,23.2,77.45
5281,"HIG - B/128, BDA Duplex, Baramunda-Paika Nagar Roa",20.2752161,85.8025477,751003.0,20.27433,85.80511
5282,"Sector 31, Chandigarh, India",30.7020269,76.7805808,160047.0,30.69631,76.76903
5283,"Kithiganur, Karnataka, India",13.0384626,77.7060037,560049.0,13.01881,77.70992
5284,"RA Puram, Nandanam, Chennai, Tamil Nadu, India",13.0255985,80.2507983,600085.0,13.02097,80.24317
5285,"Jor Bagh, New Delhi, Delhi, India",28.5877575,77.215312,110003.0,28.58961,77.21919
5286,"500084, Cyber City Road, lalbazar, Telangana, Indi",17.280734,78.6049911,501505.0,17.30136,78.60885
5287,"East of NGEF Layout, Dooravani Nagar, Bengaluru, K",13.005025,77.6614869,560043.0,13.01378,77.65239
5288,"Kalia Colony, Jalandhar, Punjab, India",31.3620597,75.56697,144201.0,31.3278,75.5769
5289,Kasturba Nagar,28.5777976,77.2243977,110003.0,28.57654,77.22465
5290,"Sethi Chowk Area, Panipat, Haryana, India",29.3900267,76.9779875,132103.0,29.39196,76.97673
5291,"Bamrauli, Allahabad, Uttar Pradesh, India",25.4442445,81.7425694,212201.0,25.44802,81.73884
5292,"Moti Jheel, Gwalior, Madhya Pradesh, India",26.2531978,78.1421905,474010.0,26.26388,78.13079
5293,"Neelasandra Road, Austin Town, Neelasandra, Bengal",12.9589327,77.6121336,560047.0,12.95542,77.61569
5294,"Mahajan Nagar, Nashik, Maharashtra, India",19.9680083,73.7514631,464986.0,19.984,73.78102
5295,"Daganiya, Amanaka, Raipur, Chhattisgarh, India",21.2347727,81.6048765,492001.0,21.23855,81.6093
5296,"Sikshak Congress, Bhopal, Madhya Pradesh, India",23.1881254,77.4691216,462043.0,23.19178,77.47997
5297,"Katamanallur Road, Kattamanallur, Sannatammanahall",13.0494983,77.7627264,562114.0,13.03,77.79
5298,"Sector - 18, HUDA, Panipat, Haryana, India",29.4362833,76.9772675,131409.0,29.44,77.0
5299,"Shiv Nagar, Hadapsar, Pune, Maharashtra, India",18.4756881,73.9462689,412308.0,18.45631,73.95638
5300,"Bhilgaon, Nagpur, Maharashtra, India",21.1955189,79.1437001,441401.0,21.21658,79.1538
5301,"Mysuru, Karnataka 570022, India",12.2921445,76.615277,570023.0,12.29094,76.62483
5302,"Shri Swami Narayan Mandir, Gai Ghat Road, Near Ove",25.319605,83.0211439,221001.0,25.31879,83.01296
5303,"Bhulabhai Park, Behrampura, Ahmedabad, Gujarat, In",23.0057193,72.5897982,380022.0,23.00361,72.59008
5304,"Bogadi Main, Irrigation Layout, 2nd Stage, Bhogadi",12.3024526,76.6112397,570006.0,12.31317,76.61325
5305,"Allipuram Road, Railway Quarters, Mahaarajupeta, V",17.7202595,83.2977609,530020.0,17.71897,83.30269
5306,"Kamachha Road, Kamaccha, Gurubagh, Bhelupur, Varan",25.3039632,82.996381,221010.0,25.30753,82.99339
5307,"Panihati, West Bengal, India",22.6939468,88.4036649,700110.0,22.69,88.4
5308,"Charbagh, Lucknow, Uttar Pradesh, India",26.8313128,80.9180086,226004.0,26.83419,80.9192
5309,"Govind Yashada Chowk, Mithila Nagari, Pimple Sauda",18.5975545,73.8024807,411027.0,18.57806,73.80233
5310,Khera Khurd,28.7752193,77.0975606,110082.0,28.77217,77.119
5311,"Selaqui Road, Central Hope Town, Uttarakhand, Indi",30.336278,77.8711689,248011.0,30.35531,77.85436
5312,"Sector 70, Mohali",30.6978446,76.717779,442606.0,30.70465,76.71787
5313,"Vijay Nagar, Jalandhar, Punjab, India",31.3261344,75.564787,144201.0,31.326,75.5761
5314,"Subhash Nagar, Pardesipura, Indore, Madhya Pradesh",22.7425496,75.870914,454331.0,22.74215,75.8704
5315,"Osmanpura, Aurangabad, Maharashtra, India",19.8663463,75.3289283,804428.0,19.87,75.34
5316,"Char Imli, Bhopal, Madhya Pradesh, India",23.2219576,77.4214278,462042.0,23.22,77.43
5317,"Salempur Rajputan, Uttarakhand, India",29.8759893,77.8624545,247667.0,29.87,77.86
5318,"Halsi Road, Lathi Mohal, Badshahi Naka, Kanpur, Ut",26.4659939,80.3474915,464881.0,26.46408,80.34848
5319,"Anna Sathya Nagar, Raja Annamalai Puram, Chennai, ",13.0168784,80.2579194,600028.0,13.02458,80.26062
5320,"Ashok Nagar, Kasi Estate, Saidapet, Chennai, Tamil",13.0287944,80.2059868,600032.0,13.02036,80.20575
5321,"Baranagar Bazar, Baranagar, Kolkata, West Bengal, ",22.6328615,88.3703696,700036.0,22.634,88.36975
5322,"Prabhu Prem Puram, Ambala Cantt",30.3298705,76.8711863,133006.0,30.33256,76.87983
5323,"Semri Kalan, Madhya Pradesh, India",23.133459,77.40706,462042.0,23.15,77.41
5324,"Hassanpur, Patiala, Punjab, India",30.3852796,76.4027937,147004.0,30.35889,76.39194
5325,"Sector 18, Panchkula, Haryana, India",30.7034525,76.8371391,160101.0,30.71358,76.84375
5326,"Asif Nagar, Hyderabad, Telangana, India",17.3868117,78.4538802,500001.0,17.38175,78.46517
5327,"Azad Nagar, Nawabganj, Kanpur, Uttar Pradesh, Indi",26.5029782,80.306083,208002.0,26.48858,80.30628
5328,"Satpur, Nashik, Maharashtra, India",20.0007417,73.7310593,422007.0,19.99936,73.73894
5329,"Bhestan, Udhna, Surat, Gujarat, India",21.1302583,72.8545019,395023.0,21.1295,72.85253
5330,"Peer Gate, Bhopal, Madhya Pradesh, India",23.2584161,77.3973942,462001.0,23.26181,77.39931
5331,"70 feet, IOC Main Road, Pragati Nagar, Saristabad,",25.5795292,85.1247109,801505.0,25.57413,85.125
5332,"Narasimharaja Colony, Naagarabhaavi, Bengaluru, Ka",12.9870798,77.5164372,560079.0,12.98746,77.52828
5333,"Surat National Co.Op Bank Ltd, Ashwini Kumar Road,",21.2164063,72.8462201,395008.0,21.21975,72.84858
5334,"New Kabir Park, Model Town, Amritsar, Punjab, Indi",31.6289149,74.8214469,143005.0,31.63,74.83
5335,"Gujarat High Court, Sarkhej - Gandhinagar Highway,",23.0802458,72.5243767,380060.0,23.07936,72.5235
5336,"Laxmi Ganj, Gwalior, Madhya Pradesh, India",26.2140473,78.1436159,474010.0,26.22021,78.14994
5337,"Clock Tower, Lohani Sarai Road, Ram Nagar, Saharan",29.9641055,77.546181,247001.0,29.96655,77.54598
5338,Jhotwara Police Stan,26.9487723,75.7632935,302039.0,26.94319,75.77389
5339,"Koyambedu, Chennai, Tamil Nadu 600107, India",13.0693568,80.1948314,600107.0,13.07336,80.19597
5340,"Scindia Nagar Road, Surya Nagar, Gwalior, Madhya P",26.2197954,78.1614734,475335.0,26.21704,78.15482
5341,Dhaula Kuan Bus Stop,28.5930631,77.1628249,110010.0,28.60142,77.16203
5342,"Kathe Galli Corner, Dwarka, Nashik, Maharashtra, I",19.9906681,73.799723,422102.0,19.99746,73.7898
5343,Race Course,28.5975234,77.211333,110003.0,28.58961,77.21919
5344,"Swaran Jayanti Puram, Govindpuram",28.6931805,77.4859711,201013.0,28.68378,77.48542
5345,"Ramlila Bagan, Sinthee, Kolkata, West Bengal, Indi",22.6243981,88.3803792,700050.0,22.62808,88.38181
5346,"Amani Byrathikhane, Karnataka, India",13.0451249,77.6428737,560077.0,13.06362,77.64893
5347,"Giaspura, Ludhiana, Punjab, India",30.8660486,75.89272,141014.0,30.8696,75.88293
5348,"Vivekananda Sarovar [Budha Talab], Budhapara, Raip",21.2325406,81.6343323,480991.0,21.24186,81.63529
5349,"Jayanagar East, Jaya Nagar 1st Block, Jaya Nagar E",12.9329463,77.5838692,560011.0,12.9305,77.58354
5350,"Bhakti Nagar Circle, Lakshmiwadi, Bhakti Nagar, Ra",22.2802924,70.8022412,360002.0,22.28103,70.80319
5351,"Saijpur, Naroda Road, Krishna Nagar, Saijpur Bogha",23.0604178,72.6388695,382345.0,23.06,72.64
5352,"Lath Saraiya, Jalalipura, Varanasi, Uttar Pradesh,",25.3356928,83.0239535,273411.0,25.34072,83.02874
5353,"Keshar Bagh Chauraha, Qaiserbagh, Lucknow, Uttar P",26.8499082,80.9314225,226104.0,26.84597,80.929
5354,"Ashoka Nursery, Sector 27, Vasant Vihar, Karnal, H",29.7126696,77.0113499,132001.0,29.70967,77.00986
5355,"SLDC Complex, Sewah, Panipat, Haryana, India",29.3509224,76.9754674,132108.0,29.34731,76.9805
5356,"Fazlul Haque Sarani, Park Circus, Ballygunge, Kolk",22.539557,88.3662132,743442.0,22.53917,88.35929
5357,"Max Super Specialty Hospital, Mohali, 56A, Sector ",30.7400425,76.7142832,140602.0,30.75,76.72
5358,Mirza Ismail Road,26.916667,75.816667,302001.0,26.91836,75.81322
5359,Palam Airport,28.5561624,77.0999578,110037.0,28.55564,77.08456
5360,"SSM Nagar, Alappakam, New Perungalathur, Chennai, ",12.8935386,80.1184316,601301.0,12.904,80.12
5361,"New Garia, Garia, Kolkata, West Bengal, India",22.4696435,88.3961473,700094.0,22.47506,88.39592
5362,"Raiya Naka Tower, Kansara Bazar, Bangdi Bazar, Old",22.300718,70.806972,360001.0,22.30261,70.80347
5363,"Gorai, Mumbai, Maharashtra, India",19.232695,72.7867134,400104.0,19.23433,72.82383
5364,"Moti Ved Gam, Surat, Gujarat, India",21.2472264,72.8135579,394110.0,21.24723,72.81356
5365,"Vijayawada - Hyderabad Highway, Narsimha Puri Colo",17.3624657,78.5436609,500035.0,17.36636,78.539
5366,"Sabarmati, Ahmedabad, Gujarat, India",23.0903425,72.5855557,380005.0,23.08944,72.58556
5367,"Ranisar Talab, Jodhpur, Rajasthan",26.2991787,73.015991,342001.0,26.29453,73.01981
5368,"Palda Naka, Pawanpuri Colony, Palda, Indore, Madhy",22.686323,75.890429,304001.0,22.68378,75.90277
5369,"Seegehalli, Krishnarajapura, Bengaluru, Karnataka ",13.0169197,77.7180235,560049.0,13.01842,77.71842
5370,Issapur,28.5763063,76.8652686,124501.0,28.59716,76.86688
5371,"E Park Rd, Malleshwara, Bengaluru, Karnataka, Indi",13.0035173,77.5704697,560003.0,13.00273,77.57196
5372,"Gangasagar Road, Maheshpur, Jabalpur, Madhya Prade",23.1580247,79.9129839,482001.0,23.15459,79.91412
5373,"Ruiya 56 No. Bus Stand., Patulia, Kolkata, West Be",22.7530931,88.3910157,700119.0,22.75,88.39
5374,"Vijay Nagar, Mohanpuri, Meerut, Uttar Pradesh, Ind",28.986041,77.7110784,250001.0,28.99,77.71
5375,"Green Wood City, Meerut, Uttar Pradesh 250002, Ind",28.9656336,77.6380173,250005.0,28.97372,77.64111
5376,"Gilwali Gate, Nimak Mandi, Amritsar, Punjab, India",31.6115865,74.8722771,143006.0,31.61,74.87
5377,"Sriramapura, Mysuru, Karnataka, India",12.2716479,76.6253865,570034.0,12.27031,76.62611
5378,"Narela Shankri, Ayodhya Nagar, Bhopal, Madhya Prad",23.2706759,77.4630265,466331.0,23.24368,77.47307
5379,"Gita Mandir, Ahmedabad, Gujarat, India",23.0145339,72.5929401,380022.0,23.01608,72.59522
5380,"Dabauli West, Dabauli, Ratan Lal Nagar, Kanpur, Ut",26.449316,80.2826546,208022.0,26.443,80.28308
5381,"Meenambakkam, Chennai, Tamil Nadu, India",12.987454,80.1753491,641664.0,12.97735,80.18262
5382,"Chinnagiri Koppal, Jayanagar, Kuvempu Nagara, Mysu",12.2871413,76.6344121,571114.0,12.2963,76.6345
5383,"Wine Shop Kumaspur, Kumashpur Road, Sonipat, Harya",29.0003001,77.0866462,250619.0,29.01,77.08
5384,"Surya Dev Nagar, Indore, Madhya Pradesh, India",22.6807405,75.8253924,452009.0,22.68786,75.81989
5385,"Uttam Nagar, Nashik, Maharashtra, India",19.964087,73.7558759,422010.0,19.93537,73.76543
5386,"Bapuji Nagar, Bengaluru, Karnataka, India",12.95678,77.5397293,560026.0,12.9544,77.54428
5387,"Adamas Knowledge City, Barasat - Barrackpore Road,",22.7406022,88.4575491,700126.0,22.7465,88.44949
5388,"Islamabad Nagar, Amritsar, Punjab, India",31.6285629,74.84852,143001.0,31.63,74.85
5389,"Shyam Nagar, Ambala, Haryana, India",30.3506497,76.8670514,133005.0,30.35694,76.87833
5390,"Chitragupt Colony, Shastri Nagar, Dadabari, Kota, ",25.1591413,75.8303866,324006.0,25.17,75.84
5391,"Indiranagar, Chinmaya Mission Hospital Road, Binna",12.9782619,77.6385257,560008.0,12.96849,77.64257
5392,"Udyog Vihar Phase V, Udyog Vihar, Gurugram, Haryan",28.504655,77.0848179,122016.0,28.49658,77.08528
5393,"Dumas, Gujarat, India",21.1068141,72.7115046,394550.0,21.08756,72.71447
5394,"Secunderabad Junction, Secunderabad Railway Statio",17.4337454,78.5015742,500025.0,17.43956,78.51053
5395,"Mandaveli, Chennai, Tamil Nadu, India",13.0279117,80.2605137,600028.0,13.02458,80.26062
5396,"Kingfisher, Dholkot, Ambala, Haryana, India",30.3720023,76.798816,141204.0,30.37213,76.80055
5397,"Shah Alam Roza, Shah-E-Alam, Gate, Ahmedabad, Guja",22.996181,72.588301,380028.0,22.99814,72.58986
5398,"Daba Garden Road, Daba Gardens, Allipuram, Visakha",17.7141055,83.2989683,530002.0,17.70936,83.30092
5399,"Geeta Nagari, Baldev Nagar Camp, Baldev Nagar, Amb",30.3930786,76.7874231,134007.0,30.38739,76.79317
5400,"Ganganagar, RT Nagar, Bengaluru, Karnataka, India",13.020476,77.5945181,560032.0,13.02258,77.5931
5401,"Central Telegraph Office, C Road, Sardarpura, Jodh",26.2769407,73.0171672,322219.0,26.27833,73.01269
5402,"Sector 114, Mohali, Punjab, India",30.7034941,76.6499348,140307.0,30.69511,76.66478
5403,"Gurunanak Colony, Barnala, Ambala, Haryana, India",30.3901049,76.8031811,134007.0,30.38753,76.81105
5404,"N Fort Rd, Parrys, George Town, Chennai, Tamil Nad",13.0852684,80.2875529,600001.0,13.08781,80.28311
5405,"Bhagirath Pura, Indore, Madhya Pradesh, India",22.7455847,75.8606577,454331.0,22.74215,75.8704
5406,"Haripur Kalan, Haridwar, Uttarakhand, India",29.9980216,78.1991809,249411.0,29.99133,78.19247
5407,"Saurashtra University, Saurashtra University Campu",22.2889729,70.7431357,360005.0,22.29978,70.7482
5408,"Prem Nagar, Ambala, Haryana, India",30.3664676,76.7863078,134003.0,30.36253,76.79547
5409,"Bal Nagar, Kartarpur, Gopal Pura Mode, Jaipur, Raj",26.8832296,75.782569,322241.0,26.87876,75.7714
5410,"Rana Nagar, Vidya Nagar, Nyay Nagar, Aurangabad, M",19.8734419,75.3546996,431001.0,19.87693,75.3439
5411,"Kabir Nagar, Mahesh Nagar, Ambala Cantt, Haryana, ",30.3408859,76.8666521,133001.0,30.33722,76.86217
5412,"Krishnapuri, Prempuri, Muzaffarnagar, Uttar Prades",29.4651126,77.6843913,251002.0,29.46941,77.68461
5413,"Radha Govind Mandap, Garh Road, Kalyan Nagar, Meer",28.9688727,77.7243852,250001.0,28.97,77.72
5414,"Goraguntepalya, Yeswanthpur, Bengaluru, Karnataka,",13.0273469,77.538296,560022.0,13.02797,77.54092
5415,"Huda, Panipat, Haryana, India",29.37521,76.9882351,132104.0,29.37117,76.975
5416,"Gandhi Nagar, Kanpur, Uttar Pradesh, India",26.4644255,80.3275775,301404.0,26.46443,80.32758
5417,"Sarangpur, Sherkotda, Ahmedabad, Gujarat, India",23.0190512,72.6010718,380002.0,23.01842,72.59864
5418,"Adgaon Naka, Nashik, Maharashtra, India",20.0101438,73.8080869,422007.0,20.0082,73.80645
5419,"INTERNATIONAL TECH PARK, Whitefield Main Road, Kad",12.987546,77.7355907,560066.0,12.98724,77.73216
5420,Trilokpuri,28.6045961,77.3067772,110091.0,28.60539,77.30733
5421,"Dumas Road, Samarth Park Society, Gail Colony, Mag",21.1389821,72.7520909,394125.0,21.13772,72.75996
5422,"Sai Nagar 1, Chandrakiran Nagar, Nagpur, Maharasht",21.0895679,79.1258904,440034.0,21.09908,79.12217
5423,Gokulpura,26.9433658,75.7107594,302044.0,26.95339,75.70268
5424,"Burrabazar Police Station, Mallick Street, Kesoram",22.580219,88.3545269,223103.0,22.5817,88.3543
5425,"Thatichetlapalem, Boyapalem, Visakhapatnam, Andhra",17.7341878,83.2900652,531163.0,17.73039,83.28672
5426,"Gopal Nagar, Ghaziabad, Uttar Pradesh, India",28.6683676,77.4239385,201001.0,28.66811,77.42847
5427,"Jogiwala, Dehradun, Uttarakhand, India",30.2857815,78.0684311,248005.0,30.2844,78.0656
5428,"Horamavu Agara, Horamavu, Bengaluru, Karnataka, In",13.0411068,77.6622027,577531.0,13.03349,77.67389
5429,"Kath Mandi, Janta Colony, Rohtak, Haryana, India",28.8828847,76.5858465,124001.0,28.89031,76.58122
5430,"Ashoka Colony, Hanamkonda, Warangal, Telangana, In",18.005477,79.5466456,506142.0,18.00558,79.55708
5431,"Panchasheel Nagar, Pimple Nilakh, Pimpri-Chinchwad",18.5707113,73.7930133,411069.0,18.5624,73.7868
5432,"Leverage Business Solutions, 1st Main Road, VR Lay",12.9354249,77.5770182,142024.0,12.93604,77.57803
5433,"Holy City Office, Holy City, Phase 1, Mahal, Amrit",31.6554497,74.8252651,143105.0,31.65,74.82
5434,"Vidur Nagar, Indore, Madhya Pradesh, India",22.6808551,75.8166456,452009.0,22.68786,75.81989
5435,"Dera Bassi, 140507",30.5835753,76.8836261,134204.0,30.5697,76.83451
5436,"Ghati Pada, Mulund West, Mumbai, Maharashtra, Indi",19.1852459,72.9408891,400082.0,19.17542,72.93864
5437,"Kormangala, Bengaluru, Karnataka, India",12.9351929,77.6244807,560095.0,12.93845,77.61915
5438,"Asilmetta, Visakhapatnam, Andhra Pradesh, India",17.7262172,83.3154703,530003.0,17.72882,83.32009
5439,"Parihar Nagar, Shri Ram Nagar, Mata Ka Than, Rawat",26.312704,73.0696604,342304.0,26.32894,73.06501
5440,"Sector-49A, Block A, Sector 49",30.6988879,76.7552583,160047.0,30.69631,76.76903
5441,"Anandwalli, Nashik, Maharashtra, India",20.0141452,73.7390961,422007.0,19.99936,73.73894
